bill_id,bill_type,bill_number,congress,title,status
hr503-109,hr,503,109,"To amend the Horse Protection Act to prohibit the shipping, transporting, moving, delivering, receiving, possessing, purchasing, selling, or donation of horses and other equines to be slaughtered for human consumption, and for other purposes.",out_of_committee
hr1461-109,hr,1461,109,Federal Housing Finance Reform Act of 2005,out_of_committee
hr583-109,hr,583,109,"Arthritis Prevention, Control, and Cure Act of 2005",in_committee
hr5761-109,hr,5761,109,Spent Nuclear Fuel Control and Accounting Act of 2006,in_committee
s1776-109,s,1776,109,Permanent Emergency Agricultural Assistance Act,in_committee
s3711-109,s,3711,109,Gulf of Mexico Energy Security Act of 2006,out_of_committee
s4-109,s,4,109,Healthy America Act of 2005,in_committee
s1815-109,s,1815,109,Strengthening American Citizenship Act of 2005,in_committee
s978-109,s,978,109,Healthcare Tax Relief for the Uninsured Act of 2005,in_committee
s2059-109,s,2059,109,Hudson-Fulton-Champlain 400th Commemoration Commission Act of 2005,in_committee
s135-109,s,135,109,A bill to amend the Agricultural Marketing Act of 1946 to expand country of origin labeling for certain covered commodities.,in_committee
s3678-109,s,3678,109,Pandemic and All-Hazards Preparedness Act,passed
s3698-109,s,3698,109,Global Warming Pollution Reduction Act,in_committee
s187-109,s,187,109,Ensuring College Access for all Americans Act,in_committee
s1135-109,s,1135,109,Utah Recreational Land Exchange Act of 2005,in_committee
s730-109,s,730,109,Mercury Emission Act of 2005,in_committee
s1995-109,s,1995,109,Wastewater Treatment Works Security Act of 2005,in_committee
s4063-109,s,4063,109,Affordable Housing Expansion and Public Safety Act,in_committee
s2949-109,s,2949,109,A bill to suspend temporarily the duty on certain footwear valued over $20 a pair with coated or laminated textile fabrics.,in_committee
s256-109,s,256,109,Bankruptcy Abuse Prevention and Consumer Protection Act of 2005,passed
s334-109,s,334,109,Pharmaceutical Market Access and Drug Safety Act of 2005,in_committee
s2233-109,s,2233,109,Lobbyist Reform Act of 2006,in_committee
s103-109,s,103,109,Combat Meth Act of 2005,out_of_committee
hres373-110,hres,373,110,Urging Turkey to respect the rights and religious freedoms of the Ecumenical Patriarchate.,in_committee
hres652-110,hres,652,110,Expressing the sense of Congress regarding the importance of protecting American cruise ship passengers against crimes on the high seas and ensuring that the perpetrators of such crimes are brought to justice.,in_committee
hres1010-110,hres,1010,110,Recognizing the importance of manufactured housing in the United States.,passed
sres331-110,sres,331,110,"A resolution expressing the sense of the Senate that Turkey should end its military occupation of the Republic of Cyprus, particularly because Turkey's pretext has been refuted by over 13,000,000 crossings of the divide by Turkish-Cypriots and Greek Cypriots into each other's communities without incident.",in_committee
sres239-110,sres,239,110,A resolution expressing the sense of the Senate that the Administration should rigorously enforce the laws of the United States to substantially reduce illegal immigration and greatly improve border security.,in_committee
sres318-110,sres,318,110,A resolution supporting the We Don't Serve Teens campaign.,passed
hconres112-110,hconres,112,110,Supporting the goals and ideas of a National Child Care Worthy Wage Day.,passed
hconres425-110,hconres,425,110,Expressing the sense of Congress regarding the need to pass meaningful legislation to protect commercial and government data from data breaches.,in_committee
hconres357-110,hconres,357,110,Encouraging all States to enact laws requiring photo identification to vote in elections.,in_committee
hconres25-110,hconres,25,110,"Expressing the sense of Congress that it is the goal of the United States that, not later than January 1, 2025, the agricultural, forestry, and working land of the United States should provide from renewable resources not less than 25 percent of the total energy consumed in the United States and continue to produce safe, abundant, and affordable food, feed, and fiber.",out_of_committee
hconres171-110,hconres,171,110,Expressing the sense of Congress with respect to relocating the United States Embassy in Israel to Jerusalem.,in_committee
hr1298-110,hr,1298,110,Push Poll Disclosure Act of 2007,in_committee
hr4553-110,hr,4553,110,To extend the suspension of duty on O-Chlorotoluene.,in_committee
hr2997-110,hr,2997,110,Assured Food Safety Act of 2007,in_committee
hr2578-110,hr,2578,110,Empowerment Zone and Renewal Community Enhancement Act of 2007,in_committee
hr620-110,hr,620,110,Climate Stewardship Act of 2007,in_committee
hr6044-110,hr,6044,110,To authorize appropriations for the Federal Trade Commission for certain international technical assistance activities.,in_committee
hr164-110,hr,164,110,Policyholder Disaster Protection Act of 2007,in_committee
hr2242-110,hr,2242,110,"To prohibit a State from imposing a discriminatory commuter tax on nonresidents, and for other purposes.",in_committee
hr2864-110,hr,2864,110,SKILLs Act,in_committee
hr6341-110,hr,6341,110,Energy Markets Anti-Manipulation and Integrity Restoration Act,in_committee
hr45-110,hr,45,110,Healthy Foods for Healthy Living Act,in_committee
hr4933-110,hr,4933,110,Captive Wildlife Safety Technical Amendments Act of 2008,out_of_committee
hr3013-110,hr,3013,110,Attorney-Client Privilege Protection Act of 2007,out_of_committee
hr5762-110,hr,5762,110,Food Safety Recall Information Act,in_committee
hr5151-110,hr,5151,110,Wild Monongahela Act: A National Legacy for West Virginia's Special Places,out_of_committee
hr4848-110,hr,4848,110,"To extend for one year parity in the application of certain limits to mental health benefits, and for other purposes.",out_of_committee
hr5188-110,hr,5188,110,To extend the temporary suspension of duty on C12-18 alkenes.,in_committee
hr6899-110,hr,6899,110,Comprehensive American Energy Security and Consumer Protection Act,out_of_committee
hr1267-110,hr,1267,110,National Carbon Dioxide Storage Capacity Assessment Act of 2007,in_committee
hr5485-110,hr,5485,110,PEPFAR Accountability and Transparency Act,in_committee
hr5447-110,hr,5447,110,"Dorothy I. Height and Whitney M. Young, Jr. Social Work Reinvestment Act",in_committee
hr3509-110,hr,3509,110,Medical Justice Act of 2007,in_committee
hr1967-110,hr,1967,110,Financial Privacy Notice Relief Act of 2007,in_committee
hr2994-110,hr,2994,110,National Pain Care Policy Act of 2008,out_of_committee
hr688-110,hr,688,110,"State and Local Law Enforcement Discipline, Accountability, and Due Process Act of 2007",in_committee
hr5144-110,hr,5144,110,To suspend temporarily the duty on lightweight digital camera lenses.,in_committee
hr1908-110,hr,1908,110,Patent Reform Act of 2007,out_of_committee
hr1306-110,hr,1306,110,"To modify the prohibition on recognition by United States courts of certain rights relating to certain marks, trade names, or commercial names.",in_committee
hr7140-110,hr,7140,110,Protection for Participants in Research Act of 2008,in_committee
hr3100-110,hr,3100,110,Import Safety Act of 2007,in_committee
hr3925-110,hr,3925,110,To direct the Administrator of the Federal Aviation Administration to issue an order regarding secondary cockpit barriers.,in_committee
hr3622-110,hr,3622,110,To amend the Internal Revenue Code of 1986 to modify the treatment of qualified restaurant property as 15-year property for purposes of the depreciation deduction.,in_committee
hr5293-110,hr,5293,110,Shoshone-Paiute Tribes of the Duck Valley Reservation Water Rights Settlement Act,out_of_committee
hr7205-110,hr,7205,110,Judgment Evading Foreign States Accountability Act of 2008,in_committee
hr3533-110,hr,3533,110,Public and Teaching Hospital Preservation Act,in_committee
hr2559-110,hr,2559,110,First Higher Education Extension Act of 2007,out_of_committee
hr1894-110,hr,1894,110,Child Care Construction and Renovation Act of 2007,in_committee
hr5608-110,hr,5608,110,Consultation and Coordination With Indian Tribal Governments Act,in_committee
hr2454-110,hr,2454,110,To include B20 biodiesel blends as an alternative fuel for corporate average fuel economy purposes.,in_committee
hr3200-110,hr,3200,110,National Insurance Act of 2007,in_committee
hr7-110,hr,7,110,Reserved for Speaker.,not_in_committee
hr3539-110,hr,3539,110,Airport and Airway Trust Fund Financing Act of 2007,out_of_committee
hr5147-110,hr,5147,110,To suspend temporarily the duty on gaiters of textile materials.,in_committee
hr63-110,hr,63,110,RU-486 Suspension and Review Act of 2007,in_committee
hr3582-110,hr,3582,110,Fair Home Health Care Act,in_committee
hr1767-110,hr,1767,110,Consumer Rental Purchase Agreement Act,in_committee
hr1506-110,hr,1506,110,Fuel Economy Reform Act,in_committee
hr2262-110,hr,2262,110,Hardrock Mining and Reclamation Act of 2007,out_of_committee
hr1550-110,hr,1550,110,Regulatory Relief and Fairness Act,in_committee
hr5612-110,hr,5612,110,To amend the Internal Revenue Code of 1986 to waive the deadline on the construction of GO Zone property which is eligible for bonus depreciation.,in_committee
hr800-110,hr,800,110,Employee Free Choice Act of 2007,out_of_committee
hr2167-110,hr,2167,110,Automatic IRA Act of 2007,in_committee
hr4460-110,hr,4460,110,Health Care Choice Act of 2007,in_committee
hr3289-110,hr,3289,110,PRE-K Act,out_of_committee
hr4206-110,hr,4206,110,Medicare Fracture Prevention and Osteoporosis Testing Act of 2007,in_committee
hr1198-110,hr,1198,110,Early Hearing Detection and Intervention Act of 2008,out_of_committee
hr6841-110,hr,6841,110,For the relief of Thomas J. Sherlock.,in_committee
hr3285-110,hr,3285,110,Ban Asbestos in America Act of 2007,in_committee
hr3411-110,hr,3411,110,Juvenile Crime Reduction Act,in_committee
hr2933-110,hr,2933,110,Civil War Battlefield Preservation Act of 2008,out_of_committee
hr531-110,hr,531,110,Retirement Security Education Act of 2007,in_committee
hr6636-110,hr,6636,110,Genetically Engineered Food Right to Know Act,in_committee
hr2597-110,hr,2597,110,Sanctity of Life Act of 2007,in_committee
hr576-110,hr,576,110,Federal Mine Ventilation Safety Act of 2007,in_committee
hr2138-110,hr,2138,110,Investment in America Act of 2007,in_committee
hr670-110,hr,670,110,Dependence Reduction through Innovation in Vehicles and Energy Act,in_committee
hr319-110,hr,319,110,Journey Through Hallowed Ground National Heritage Area Act,out_of_committee
hr6908-110,hr,6908,110,Health Insurance Restrictions and Limitations Clarification Act of 2008,out_of_committee
hr6454-110,hr,6454,110,E-Verify Extension and Expansion Act of 2008,in_committee
hr6209-110,hr,6209,110,Commercial Advertisement Loudness Mitigation Act,in_committee
hr7332-110,hr,7332,110,"To amend title 18, United States Code, to provide penalties for counterfeiting or selling Presidential inauguration tickets, and for other purposes.",in_committee
hr5382-110,hr,5382,110,To extend the temporary suspension of duty on p-Methylacetophenone.,in_committee
hr4912-110,hr,4912,110,To amend the Internal Revenue Code of 1986 with respect to the treatment of prepaid derivative contracts.,in_committee
hr5813-110,hr,5813,110,"To amend Public Law 110-196 to provide for a temporary extension of programs authorized by the Farm Security and Rural Investment Act of 2002 beyond April 18, 2008.",passed
hr4012-106,hr,4012,106,Construction Quality Assurance Act of 2000,in_committee
s774-108,s,774,108,A bill to amend the Internal Revenue Code of 1986 to allow the use of completed contract method of accounting in the case of certain long-term naval vessel construction contracts.,in_committee
s545-108,s,545,108,Small Business Health Fairness Act of 2003,in_committee
s1-108,s,1,108,Prescription Drug and Medicare Improvement Act of 2003,out_of_committee
hr3591-109,hr,3591,109,To amend the Internal Revenue Code of 1986 to provide a credit to facilitate the accelerated development and deployment of crash avoidance and crash protection systems.,in_committee
hr2931-109,hr,2931,109,HBCU Expansion Act of 2005,in_committee
hr467-109,hr,467,109,Geriatric and Chronic Care Management Act of 2005,in_committee
hr955-109,hr,955,109,National Greenhouse Gas Emissions Inventory Act of 2005,in_committee
hr1272-109,hr,1272,109,Encouraging Work Act of 2005,in_committee
hr280-109,hr,280,109,Brownfields Redevelopment Enhancement Act,out_of_committee
hr1588-109,hr,1588,109,Comprehensive Assistance for Veterans Exposed to Traumatic Stressors Act of 2005,in_committee
hr2803-109,hr,2803,109,FHA Manufactured Housing Loan Modernization Act of 2005,in_committee
hr3248-109,hr,3248,109,Lifespan Respite Care Act of 2006,passed
hr1177-109,hr,1177,109,State and Local Education Flexibility Act of 2005,in_committee
hr107-109,hr,107,109,Life Insurance Employee Notification Act,in_committee
s2611-109,s,2611,109,Comprehensive Immigration Reform Act of 2006,out_of_committee
s2725-109,s,2725,109,Standing with Minimum Wage Earners Act of 2006,in_committee
s1021-109,s,1021,109,Workforce Investment Act Amendments of 2005,out_of_committee
